folio,fecha_creacion,hora_creacion,dia_semana,fecha_cierre,hora_cierre,tipo_incidente_c4,incidente_c4,alcaldia_inicio,codigo_cierre,clas_con_f_alarma,tipo_entrada,alcaldia_cierre,alcaldia_catalogo,colonia_catalogo,longitud,latitud
C5/20231129/03558,29/11/23,18:57:07,Miércoles,29/11/23,22:05:23,Accidente,Ciclista,VENUSTIANO CARRANZA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Romero Rubio,-99.09356633,19.44130562
C5/20231130/03604,30/11/23,18:32:28,Jueves,30/11/23,21:34:49,Accidente,Ciclista,VENUSTIANO CARRANZA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Moctezuma 2a. Seccion,-99.10432,19.43262
C5/20231129/04241,29/11/23,21:26:48,Miércoles,30/11/23,0:34:46,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.23282552,19.29264039
C5/20231130/03636,30/11/23,18:38:54,Jueves,30/11/23,21:44:48,Accidente,Ciclista,VENUSTIANO CARRANZA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Moctezuma 2a. Seccion,-99.104153,19.43277
C5/20231130/01585,30/11/23,11:39:57,Jueves,30/11/23,14:44:55,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Pueblo San Lorenzo Xicotencatl,-99.0255,19.3858
C5/20231130/02902,30/11/23,16:07:44,Jueves,30/11/23,19:14:57,Accidente,Ciclista,IZTACALCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Agricola Oriental,-99.07597,19.3924
C5/20231129/04323,29/11/23,21:47:57,Miércoles,30/11/23,0:55:03,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De San Nicolas 2a Seccion,-99.2327,19.29116
C5/20231129/04385,29/11/23,22:01:30,Miércoles,30/11/23,1:04:48,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De San Nicolas 2a Seccion,-99.2327,19.29116
C5/20231130/00975,30/11/23,8:55:11,Jueves,30/11/23,12:04:45,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Sur,-99.170912,19.371946
C5/20231130/02689,30/11/23,15:24:02,Jueves,30/11/23,18:34:48,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.167506,19.335633
C5/20231130/03966,30/11/23,19:37:45,Jueves,30/11/23,22:44:56,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.163888,19.408882
C2S/20231130/00109,30/11/23,15:24:40,Jueves,30/11/23,18:34:51,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.16742,19.33563
C5/20231129/04465,29/11/23,22:18:19,Miércoles,30/11/23,1:24:46,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De San Nicolas 1a Seccion,-99.23269955,19.29132621
C5/20231130/00821,30/11/23,8:02:21,Jueves,30/11/23,11:04:51,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Leyes De Reforma 3a Seccion,-99.077195,19.378867
C5/20231130/01018,30/11/23,9:08:31,Jueves,30/11/23,12:14:55,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.168592,19.422448
C5/20231130/03521,30/11/23,18:18:12,Jueves,30/11/23,21:24:56,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Ampliacion Del Gas,-99.15901,19.4652
C5/20231130/03777,30/11/23,19:07:36,Jueves,30/11/23,23:46:25,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Centro,-99.165732,19.380137
C5/20231201/04111,01/12/23,19:08:15,Viernes,01/12/23,22:14:52,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.04282,19.322388
C5/20231201/04726,01/12/23,20:47:40,Viernes,01/12/23,23:54:51,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Barrio San Antonio Culhuacan,-99.112933,19.338762
C5/20231201/00771,01/12/23,6:02:48,Viernes,01/12/23,9:05:12,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Arvide,-99.20119,19.38285
C5/20231201/04188,01/12/23,19:18:50,Viernes,01/12/23,22:24:54,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.043817,19.323061
C2C/20231201/00079,01/12/23,10:51:38,Viernes,01/12/23,14:55:19,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.16848,19.40574
C5/20231201/01470,01/12/23,10:25:13,Viernes,01/12/23,14:38:36,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec Ii Seccion,-99.19996,19.42174
C5/20231201/02689,01/12/23,14:43:32,Viernes,01/12/23,17:44:53,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Escuela De Tiro,-99.11469,19.43429
C5/20231201/02797,01/12/23,15:02:45,Viernes,01/12/23,18:04:54,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Napoles,-99.17656,19.39047
C5/20231202/02642,02/12/23,11:34:14,Sábado,02/12/23,14:44:54,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.135339,19.447843
C5/20231202/03865,02/12/23,16:04:23,Sábado,02/12/23,19:14:53,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,1o De Mayo,-99.102828,19.445766
C5/20231201/04046,01/12/23,18:58:13,Viernes,02/12/23,2:43:43,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.043817,19.323061
C5/20231201/05605,01/12/23,23:17:06,Viernes,02/12/23,2:24:51,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Tlacoquemecatl,-99.178959,19.373753
C5/20231202/03652,02/12/23,15:23:12,Sábado,02/12/23,18:24:57,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Villa Coyoacan,-99.159516,19.347806
C5/20231202/03962,02/12/23,16:22:11,Sábado,02/12/23,19:25:05,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Providencia,-99.209222,19.490057
C5/20231202/06129,02/12/23,23:12:23,Sábado,03/12/23,2:15:19,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Reforma Politica,-99.02776,19.33911
C5/20231202/06393,02/12/23,23:48:00,Sábado,03/12/23,2:55:16,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Reforma Politica,-99.02763,19.33907
C5/20231203/03288,03/12/23,12:41:00,Domingo,03/12/23,16:01:54,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,Benito Juárez,San Pedro De Los Pinos,-99.182346,19.388647
C5/20231203/04345,03/12/23,16:06:15,Domingo,03/12/23,19:15:04,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santa Ursula,-99.15394,19.30898
C5/20231203/03371,03/12/23,12:56:52,Domingo,03/12/23,16:05:00,Accidente,Ciclista,MILPA ALTA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,Barrio Xochitepetl,-98.99086,19.21699
C2S/20231203/00090,03/12/23,16:05:55,Domingo,03/12/23,19:15:04,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,COYOACAN,Coyoacán,Pedregal De Santa Ursula,-99.15397,19.30919
C5/20231202/06317,02/12/23,23:36:52,Sábado,03/12/23,2:44:59,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Santa Maria Nonoalco,-99.186473,19.385106
C5/20231204/03068,04/12/23,16:31:25,Lunes,04/12/23,19:35:02,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Los Olivos,-99.13255057,19.31316318
C2P/20231204/00080,04/12/23,13:31:26,Lunes,04/12/23,18:13:44,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,AZCAPOTZALCO,Azcapotzalco,Industrial Vallejo,-99.1667,19.48567
C5/20231204/03317,04/12/23,17:33:00,Lunes,04/12/23,20:35:10,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.147417,19.445281
C5/20231204/03320,04/12/23,17:33:19,Lunes,04/12/23,20:35:10,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.144591,19.439321
C5/20231204/03935,04/12/23,19:38:27,Lunes,04/12/23,22:55:39,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Popotla,-99.17926,19.458161
C5/20231204/02744,04/12/23,15:21:01,Lunes,04/12/23,18:35:05,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Morelos,-99.13658,19.44639
C5/20231204/03828,04/12/23,19:19:08,Lunes,04/12/23,22:25:02,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Pueblo De Santiago Atzacoalco,-99.09877975,19.49654222
C5/20231204/00967,04/12/23,6:52:41,Lunes,04/12/23,10:05:05,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Angel Zimbron,-99.190014,19.46443
C5/20231205/01401,05/12/23,11:45:26,Martes,05/12/23,14:55:17,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Nueva Industrial Vallejo,-99.148875,19.506006
C5/20231204/04271,04/12/23,20:44:42,Lunes,05/12/23,4:18:46,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Guadalupe Inn,-99.18325,19.36142
C5/20231205/01432,05/12/23,11:53:57,Martes,05/12/23,14:55:18,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Nueva Industrial Vallejo,-99.1487,19.5057
C5/20231205/01970,05/12/23,14:05:01,Martes,05/12/23,19:50:37,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Santa Maria Aztahuacan,-99.027314,19.35888
C5/20231205/02618,05/12/23,16:15:43,Martes,05/12/23,19:25:03,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Caracol,-99.066756,19.426279
C5/20231205/02747,05/12/23,16:43:27,Martes,05/12/23,19:55:03,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan Ctm Seccion X-A,-99.116766,19.32203
C5/20231205/00842,05/12/23,8:50:08,Martes,05/12/23,11:55:31,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Estacion Pantaco,-99.171,19.4918
C5/20231205/01157,05/12/23,10:32:21,Martes,05/12/23,13:35:25,Accidente,Ciclista,TLAHUAC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,-98.995186,19.276268
C5/20231205/01351,05/12/23,11:29:11,Martes,05/12/23,15:15:11,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Nueva Industrial Vallejo,-99.144701,19.507236
C5/20231205/01355,05/12/23,11:30:27,Martes,05/12/23,14:35:08,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Nueva Industrial Vallejo,-99.15073431,19.50533811
C5/20231206/03667,06/12/23,18:34:50,Miércoles,06/12/23,21:35:08,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,Benito Juárez,Del Carmen,-99.13818517,19.37670071
C5/20231206/03932,06/12/23,19:18:53,Miércoles,06/12/23,22:25:11,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Nueva Atzacoalco,-99.090769,19.493372
C5/20231206/02496,06/12/23,13:57:05,Miércoles,06/12/23,17:05:04,Accidente,Ciclista,MIGUEL HIDALGO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Ampliacion Granada,-99.20414,19.44101
C5/20231206/02506,06/12/23,13:56:35,Miércoles,06/12/23,17:05:05,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Miguel Hidalgo,-99.04302593,19.29037894
C5/20231206/04291,06/12/23,20:36:26,Miércoles,06/12/23,23:45:05,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Sur,-99.167612,19.366334
C5/20231207/03776,07/12/23,18:59:29,Jueves,07/12/23,22:05:06,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Simon Tolnahuac,-99.140561,19.460812
C5/20231207/03803,07/12/23,19:04:49,Jueves,07/12/23,22:15:27,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Simon Tolnahuac,-99.14228,19.461187
C5/20231206/04625,06/12/23,21:53:58,Miércoles,07/12/23,0:55:22,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Pro Hogar,-99.154058,19.475361
C5/20231207/02144,07/12/23,14:13:13,Jueves,07/12/23,17:15:23,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Celoalliotli,-99.063486,19.292152
C5/20231208/00497,08/12/23,2:54:43,Viernes,08/12/23,6:05:09,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Pueblo San Juan De Aragon,-99.082026,19.473774
C5/20231208/00508,08/12/23,2:58:57,Viernes,08/12/23,6:05:10,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Pueblo San Juan De Aragon,-99.081605,19.473696
C5/20231207/04983,07/12/23,23:12:03,Jueves,08/12/23,2:15:06,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec Ii Seccion,-99.19519,19.41181
C5/20231207/04984,07/12/23,23:13:01,Jueves,08/12/23,2:15:06,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec Ii Seccion,-99.19526,19.41196
C5/20231208/04666,08/12/23,20:25:32,Viernes,08/12/23,23:35:09,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.149745,19.435529
C5/20231207/03846,07/12/23,19:12:48,Jueves,08/12/23,1:04:11,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Simon Tolnahuac,-99.14302,19.46294
C5/20231208/02888,08/12/23,15:29:11,Viernes,08/12/23,18:35:11,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Chinampac De Juarez,-99.04641,19.388888
C5/20231209/04009,09/12/23,16:24:54,Sábado,09/12/23,19:35:10,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.14342,19.445971
C5/20231209/03775,09/12/23,15:39:50,Sábado,09/12/23,18:45:15,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.143592,19.445477
C5/20231209/04805,09/12/23,18:53:57,Sábado,09/12/23,21:55:11,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.161932,19.332577
C5/20231209/04807,09/12/23,18:54:34,Sábado,09/12/23,21:55:11,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.162,19.33255
C5/20231209/02551,09/12/23,11:32:02,Sábado,09/12/23,14:35:10,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Lomas Altas,-99.21725021,19.40395028
C5/20231209/03832,09/12/23,15:49:17,Sábado,09/12/23,18:55:11,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.1435886,19.44552088
C5/20231209/04073,09/12/23,16:39:12,Sábado,09/12/23,19:45:10,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.15151,19.42656
C5/20231209/02403,09/12/23,10:56:37,Sábado,09/12/23,14:05:13,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Popotla,-99.179291,19.455796
C5/20231209/02916,09/12/23,12:54:48,Sábado,09/12/23,21:35:10,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,La Nopalera,-99.053749,19.293744
C5/20231209/03879,09/12/23,15:59:07,Sábado,09/12/23,19:05:19,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.14342,19.44598977
C5/20231209/03953,09/12/23,16:14:14,Sábado,09/12/23,19:25:10,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Guerrero,-99.14355311,19.44563459
C5/20231209/04390,09/12/23,17:41:41,Sábado,09/12/23,20:45:26,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,San Andres Tetepilco,-99.129907,19.371305
C5/20231210/03688,10/12/23,14:53:41,Domingo,10/12/23,17:55:14,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Reynosa Tamaulipas,-99.18796,19.49134
C5/20231210/03717,10/12/23,14:58:10,Domingo,10/12/23,18:05:15,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas Altas,-99.223553,19.399177
C5/20231210/05003,10/12/23,19:30:41,Domingo,10/12/23,23:03:01,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.153514,19.433731
C2C/20231210/00139,10/12/23,10:06:22,Domingo,10/12/23,13:15:13,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.16175,19.43019
C5/20231210/02518,10/12/23,10:05:21,Domingo,10/12/23,13:35:13,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.159899,19.430706
C5/20231210/03544,10/12/23,14:22:42,Domingo,10/12/23,17:25:13,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,RADIO,AZCAPOTZALCO,Azcapotzalco,Reynosa Tamaulipas,-99.18780896,19.49121586
C5/20231210/04026,10/12/23,16:07:23,Domingo,10/12/23,19:15:12,Accidente,Ciclista,TLAHUAC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,NA,-98.993176,19.269349
C5/20231210/04866,10/12/23,19:03:39,Domingo,10/12/23,22:05:24,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.153811,19.433189
C5/20231210/03074,10/12/23,12:37:41,Domingo,10/12/23,15:45:14,Accidente,Ciclista,LA MAGDALENA CONTRERAS,F,URGENCIAS MEDICAS,LLAMADA DEL 911,LA MAGDALENA CONTRERAS,La Magdalena Contreras,Pueblo Nuevo Bajo,-99.2484198,19.30288779
C5/20231210/03666,10/12/23,14:46:19,Domingo,10/12/23,17:55:14,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec Iii Seccion,-99.217125,19.404001
C5/20231210/03838,10/12/23,15:21:55,Domingo,10/12/23,18:25:12,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas Altas,-99.2235569,19.39920107
C5/20231210/03870,10/12/23,15:30:11,Domingo,10/12/23,18:35:13,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas Altas,-99.222972,19.396145
C5/20231210/03877,10/12/23,15:31:45,Domingo,10/12/23,18:35:13,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas Altas,-99.223553,19.399177
C5/20231210/04663,10/12/23,18:22:52,Domingo,10/12/23,21:25:12,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Barrio San Pedro,-99.08111016,19.37184435
C5/20231211/01646,11/12/23,11:03:24,Lunes,11/12/23,14:05:14,Accidente,Ciclista,VENUSTIANO CARRANZA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Valle Gomez,-99.122448,19.456021
C5/20231210/06214,10/12/23,23:40:52,Domingo,11/12/23,2:45:13,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Cerro De La Estrella,-99.07502092,19.329864
C5/20231211/01206,11/12/23,9:07:47,Lunes,11/12/23,12:15:35,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.155883,19.39822
C5/20231211/01208,11/12/23,9:07:50,Lunes,11/12/23,12:15:35,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.155883,19.39822
C5/20231211/01238,11/12/23,9:18:55,Lunes,11/12/23,12:25:17,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.15589,19.39871
C5/20231211/03490,11/12/23,18:08:41,Lunes,11/12/23,21:15:14,Accidente,Ciclista,ALVARO OBREGON,F,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Golondrinas,-99.209654,19.379996
